Restaurant ID,Restaurant Name,Country Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Currency,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Bucket Range,Rating,Rating Range,Date_Opening,Year,Month,Quarter,Month Name,Week of Year,Day of Week,Day Name,Finicial Quarter Name,Financial Month Name
18435314,Punjabi's Veg Grill,India,1,New Delhi,Geeta Colony,77.2767689,28.6507753,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,21-09-2013,2013,9,Q-3,September,38,6,Saturday,FQ-2,FM-6
18378015,Tasty Tandoor,India,1,New Delhi,Geeta Colony,77.27505159,28.65821556,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,10-09-2016,2016,9,Q-3,September,37,6,Saturday,FQ-2,FM-6
18424905,Taste of Spice,India,1,New Delhi,Lajpat Nagar 1,77.2413122,28.5783107,North Indian,Indian Rupees(Rs.),No,Yes,No,No,1,0,400,250-500,1,1.0-1.5,25-09-2018,2018,9,Q-3,September,39,2,Tuesday,FQ-2,FM-6
18180072,Kolcata Bengali Dhaba,India,1,New Delhi,Mahipalpur,77.1239323,28.5435869,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,06-09-2018,2018,9,Q-3,September,36,4,Thursday,FQ-2,FM-6
18415377,Sunil Punjabi Dhaba,India,1,New Delhi,Mahipalpur,77.1297061,28.5413686,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,17-09-2013,2013,9,Q-3,September,38,2,Tuesday,FQ-2,FM-6
18421485,Bikaner Restaurant,India,1,New Delhi,Mukherjee Nagar,77.2081351,28.699566,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,03-09-2018,2018,9,Q-3,September,36,1,Monday,FQ-2,FM-6
312413,Just In,India,1,New Delhi,Mukherjee Nagar,77.2190942,28.7094798,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,16-09-2011,2011,9,Q-3,September,38,5,Friday,FQ-2,FM-6
303497,Shri Shyam Ji Shudh Shakahari Bhojnalaya,India,1,New Delhi,Najafgarh,76.9748922,28.6112536,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,21-09-2014,2014,9,Q-3,September,39,0,Sunday,FQ-2,FM-6
18354644,Shree Bhojnalaya,India,1,New Delhi,New Friends Colony,77.27276199,28.56077074,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,09-09-2012,2012,9,Q-3,September,37,0,Sunday,FQ-2,FM-6
18366001,Baba Ka Dhaba,India,1,New Delhi,Palam,77.0902799,28.5828978,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,21-09-2014,2014,9,Q-3,September,39,0,Sunday,FQ-2,FM-6
18486845,Kaka Da Dhaba,India,1,New Delhi,R K Puram,77.1741183,28.5771926,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,24-09-2012,2012,9,Q-3,September,39,1,Monday,FQ-2,FM-6
18424202,Famous Parantha and Poori Sabzi,India,1,New Delhi,Vasundhara Enclave,77.3085095,28.5893763,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,50,0-100,1,1.0-1.5,20-09-2014,2014,9,Q-3,September,38,6,Saturday,FQ-2,FM-6
18472678,Garam Masala,India,1,New Delhi,Defence Colony,77.2254202,28.5728608,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,10-08-2013,2013,8,Q-3,August,32,6,Saturday,FQ-2,FM-5
18209806,Zaika-E-Chaap Express,India,1,New Delhi,Dilshad Garden,77.30820905,28.67788563,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,250,250-500,1,1.0-1.5,20-08-2010,2010,8,Q-3,August,34,5,Friday,FQ-2,FM-5
18286922,Tandoori Nature,India,1,New Delhi,Jangpura,77.2479992,28.5832431,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,24-08-2017,2017,8,Q-3,August,34,4,Thursday,FQ-2,FM-5
18458302,Tinker Koch,India,1,New Delhi,Jangpura,77.2474752,28.5839782,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,15-08-2013,2013,8,Q-3,August,33,4,Thursday,FQ-2,FM-5
7362,Vaishno Da Dhaba,India,1,New Delhi,Mahipalpur,77.1230334,28.5451138,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,24-08-2010,2010,8,Q-3,August,35,2,Tuesday,FQ-2,FM-5
18466400,Desi Thaat Amritsari Naan,India,1,New Delhi,Mukherjee Nagar,77.2091154,28.7146792,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,13-08-2015,2015,8,Q-3,August,33,4,Thursday,FQ-2,FM-5
18361779,Haryana Bhojnalaya,India,1,New Delhi,Mukherjee Nagar,77.2187133,28.7092358,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,24-08-2011,2011,8,Q-3,August,35,3,Wednesday,FQ-2,FM-5
18354672,Karol Bagh Ke Chhole Bhature,India,1,New Delhi,Najafgarh,76.9890278,28.5996154,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,21-08-2017,2017,8,Q-3,August,34,1,Monday,FQ-2,FM-5
18464641,Bala Ji Rasoi,India,1,New Delhi,Nangloi,77.06247076,28.67583363,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,350,250-500,1,1.0-1.5,09-08-2012,2012,8,Q-3,August,32,4,Thursday,FQ-2,FM-5
18312665,Best Chicken Corner,India,1,New Delhi,Nangloi,77.0688571,28.6823752,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,650,500-1000,1,1.0-1.5,04-08-2010,2010,8,Q-3,August,32,3,Wednesday,FQ-2,FM-5
18312572,Avatar Da Dhaba,India,1,New Delhi,Naraina,77.1364744,28.6205175,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,13-08-2017,2017,8,Q-3,August,33,0,Sunday,FQ-2,FM-5
18349241,Curry Man,India,1,New Delhi,Naraina,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,06-08-2016,2016,8,Q-3,August,32,6,Saturday,FQ-2,FM-5
18355121,Delicious Eating Corner,India,1,New Delhi,Nehru Place,77.2511121,28.5471678,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,24-08-2013,2013,8,Q-3,August,34,6,Saturday,FQ-2,FM-5
18289272,Massi's Kitchen,India,1,New Delhi,Pandav Nagar,77.2857811,28.6238533,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,06-08-2014,2014,8,Q-3,August,32,3,Wednesday,FQ-2,FM-5
18449949,Roll Junction,India,1,New Delhi,Pandav Nagar,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,08-08-2010,2010,8,Q-3,August,33,0,Sunday,FQ-2,FM-5
18451571,Amritsari Naan,India,1,New Delhi,Pitampura,77.141747,28.712165,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,03-08-2016,2016,8,Q-3,August,32,3,Wednesday,FQ-2,FM-5
18446496,Parantha on Call,India,1,New Delhi,Geeta Colony,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,26-07-2018,2018,7,Q-3,July,30,4,Thursday,FQ-2,FM-4
18357972,Satnaam Foods,India,1,New Delhi,Mayur Vihar Phase 1,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,18-07-2011,2011,7,Q-3,July,30,1,Monday,FQ-2,FM-4
18375383,The Deshi Bites,India,1,New Delhi,Mayur Vihar Phase 3,77.33913861,28.60797505,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,28-07-2018,2018,7,Q-3,July,30,6,Saturday,FQ-2,FM-4
18236975,Syall Kotian Da Dhaba,India,1,New Delhi,Moti Nagar,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,22-07-2017,2017,7,Q-3,July,29,6,Saturday,FQ-2,FM-4
18361767,Jyoti Dhaba,India,1,New Delhi,Mukherjee Nagar,77.2187376,28.7099879,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,04-07-2011,2011,7,Q-3,July,28,1,Monday,FQ-2,FM-4
304610,Sangeeta Dhaba,India,1,New Delhi,Najafgarh,77.0076551,28.6164413,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,13-07-2013,2013,7,Q-3,July,28,6,Saturday,FQ-2,FM-4
18352268,Little Delhi,India,1,New Delhi,R K Puram,77.1761505,28.5659747,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,13-07-2011,2011,7,Q-3,July,29,3,Wednesday,FQ-2,FM-4
18352180,Ok Indian & Chinese Food Corner,India,1,New Delhi,R K Puram,77.10044246,28.60913476,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,03-07-2011,2011,7,Q-3,July,28,0,Sunday,FQ-2,FM-4
18354987,Foodies,India,1,New Delhi,Sainik Farms,77.20467545,28.51453131,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,350,250-500,1,1.0-1.5,20-07-2014,2014,7,Q-3,July,30,0,Sunday,FQ-2,FM-4
18355147,Star Restaurant,India,1,New Delhi,Sainik Farms,77.19856001,28.51784764,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,02-07-2014,2014,7,Q-3,July,27,3,Wednesday,FQ-2,FM-4
18361206,Punjabi Flavour,India,1,New Delhi,Civil Lines,77.2212499,28.6919529,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,16-06-2014,2014,6,Q-2,June,25,1,Monday,FQ-1,FM-3
18292467,Anupam Jalpan,India,1,New Delhi,Daryaganj,77.2436136,28.6450853,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,23-06-2018,2018,6,Q-2,June,25,6,Saturday,FQ-1,FM-3
18378032,Asia,India,1,New Delhi,Dilshad Garden,77.3194607,28.6803726,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,20-06-2010,2010,6,Q-2,June,26,0,Sunday,FQ-1,FM-3
18449634,Peshawari Mehel,India,1,New Delhi,Gujranwala Town,77.1921439,28.6990208,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,15-06-2017,2017,6,Q-2,June,24,4,Thursday,FQ-1,FM-3
18424902,All About Food,India,1,New Delhi,Hauz Khas,77.2093815,28.5605085,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,05-06-2015,2015,6,Q-2,June,23,5,Friday,FQ-1,FM-3
18421482,Breakfast Hut,India,1,New Delhi,Krishna Nagar,77.2822453,28.6555214,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,10-06-2012,2012,6,Q-2,June,24,0,Sunday,FQ-1,FM-3
18425148,Shri Ram Dhaba,India,1,New Delhi,Lajpat Nagar 1,77.2423223,28.5755255,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,18-06-2015,2015,6,Q-2,June,25,4,Thursday,FQ-1,FM-3
18410302,The Celiac Kitchen,India,1,New Delhi,Lajpat Nagar 1,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,15-06-2013,2013,6,Q-2,June,24,6,Saturday,FQ-1,FM-3
8033,Tip Top Eating Corner,India,1,New Delhi,Mayur Vihar Phase 1,77.3093426,28.5905357,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,27-06-2018,2018,6,Q-2,June,26,3,Wednesday,FQ-1,FM-3
18440429,K.D Corner,India,1,New Delhi,Mayur Vihar Phase 2,77.3094479,28.6232139,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,25-06-2018,2018,6,Q-2,June,26,1,Monday,FQ-1,FM-3
18489545,Rajdhani Restaurant,India,1,New Delhi,MG Road,77.126809,28.5456553,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,16-06-2012,2012,6,Q-2,June,24,6,Saturday,FQ-1,FM-3
18489852,Uttrakhand Hotel,India,1,New Delhi,MG Road,77.1606287,28.4949478,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,08-06-2017,2017,6,Q-2,June,23,4,Thursday,FQ-1,FM-3
18449786,Fresh Fast Food,India,1,New Delhi,Mukherjee Nagar,77.2187711,28.7091683,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,01-06-2017,2017,6,Q-2,June,22,4,Thursday,FQ-1,FM-3
18361771,NIK's Chicken Corner,India,1,New Delhi,Mukherjee Nagar,77.2188042,28.7089927,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,10-06-2018,2018,6,Q-2,June,24,0,Sunday,FQ-1,FM-3
18449667,Taneja Corner,India,1,New Delhi,Mukherjee Nagar,77.2188953,28.7093068,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,19-06-2015,2015,6,Q-2,June,25,5,Friday,FQ-1,FM-3
18017260,Babu Soup Wala,India,1,New Delhi,Nangloi,77.0681466,28.6818432,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,16-06-2011,2011,6,Q-2,June,25,4,Thursday,FQ-1,FM-3
18432628,Aloo Bhaji Restaurant,India,1,New Delhi,Okhla Phase 1,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,12-06-2012,2012,6,Q-2,June,24,2,Tuesday,FQ-1,FM-3
18466429,Pritam Tiffin Service,India,1,New Delhi,Palam,77.0875638,28.5867302,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,27-06-2014,2014,6,Q-2,June,26,5,Friday,FQ-1,FM-3
18312463,Chhotu Restaurant,India,1,New Delhi,Qutab Institutional Area,77.186376,28.5424845,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,350,250-500,1,1.0-1.5,13-06-2012,2012,6,Q-2,June,24,3,Wednesday,FQ-1,FM-3
18306540,Shree Jagannath Restaurant,India,1,New Delhi,Qutab Institutional Area,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,350,250-500,1,1.0-1.5,28-06-2017,2017,6,Q-2,June,26,3,Wednesday,FQ-1,FM-3
18355145,Janta Canteen,India,1,New Delhi,Sainik Farms,77.19703753,28.50085983,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,15-06-2010,2010,6,Q-2,June,25,2,Tuesday,FQ-1,FM-3
18357948,Sansar Hotel,India,1,New Delhi,Sarita Vihar,77.2976641,28.532348,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,04-06-2015,2015,6,Q-2,June,23,4,Thursday,FQ-1,FM-3
18455547,Jiya Amritsari Naan,India,1,New Delhi,Subhash Nagar,77.1194054,28.634274,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,02-06-2015,2015,6,Q-2,June,23,2,Tuesday,FQ-1,FM-3
305567,Sushil Punjabi Vaishno Dhaba,India,1,New Delhi,Subhash Nagar,77.1077234,28.6386142,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,12-06-2018,2018,6,Q-2,June,24,2,Tuesday,FQ-1,FM-3
18445361,Veg Food Express,India,1,New Delhi,Vivek Vihar,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,27-06-2014,2014,6,Q-2,June,26,5,Friday,FQ-1,FM-3
18472628,Insane Foods,India,1,New Delhi,Geeta Colony,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,350,250-500,1,1.0-1.5,22-05-2016,2016,5,Q-2,May,22,0,Sunday,FQ-1,FM-2
18454468,Lahori Food,India,1,New Delhi,Jama Masjid,77.2333916,28.6493023,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,22-05-2011,2011,5,Q-2,May,22,0,Sunday,FQ-1,FM-2
18416845,Al-Karim,India,1,New Delhi,Mahipalpur,77.1254605,28.5459741,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,350,250-500,1,1.0-1.5,27-05-2012,2012,5,Q-2,May,22,0,Sunday,FQ-1,FM-2
18414467,Chatori Zubaan Chur Chur Naan,India,1,New Delhi,Mahipalpur,77.1167352,28.5386133,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,07-05-2011,2011,5,Q-2,May,19,6,Saturday,FQ-1,FM-2
18460302,Khalsa Eating Point,India,1,New Delhi,Naraina,77.1470434,28.6271441,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,03-05-2018,2018,5,Q-2,May,18,4,Thursday,FQ-1,FM-2
18396955,The Taste of Tandoor,India,1,New Delhi,Preet Vihar,77.2909616,28.634305,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,16-05-2010,2010,5,Q-2,May,21,0,Sunday,FQ-1,FM-2
18470757,Rasoi - The Indian Zaika,India,1,New Delhi,Sainik Farms,77.2046316,28.5144607,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,350,250-500,1,1.0-1.5,22-05-2018,2018,5,Q-2,May,21,2,Tuesday,FQ-1,FM-2
18355143,Shree Balaji Bhojnalaya,India,1,New Delhi,Sainik Farms,77.19673578,28.50050685,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,28-05-2015,2015,5,Q-2,May,22,4,Thursday,FQ-1,FM-2
18489535,Night Diner,India,1,New Delhi,Shalimar Bagh,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,10-05-2014,2014,5,Q-2,May,19,6,Saturday,FQ-1,FM-2
18424638,Anupam Eating Point,India,1,New Delhi,Vasundhara Enclave,77.3074392,28.5908336,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,12-05-2018,2018,5,Q-2,May,19,6,Saturday,FQ-1,FM-2
18424656,Rudra The Dhaba,India,1,New Delhi,Vasundhara Enclave,77.3065745,28.5914473,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,02-05-2011,2011,5,Q-2,May,19,1,Monday,FQ-1,FM-2
18396171,Baba Chicken Ludhiana Wale,India,1,New Delhi,Chittaranjan Park,77.24996019,28.54047929,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,11-04-2011,2011,4,Q-2,April,16,1,Monday,FQ-1,FM-1
18352684,Front Food Corner,India,1,New Delhi,Hauz Khas,77.2043423,28.5418706,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,50,0-100,1,1.0-1.5,28-04-2012,2012,4,Q-2,April,17,6,Saturday,FQ-1,FM-1
18441696,Jain Restaurant,India,1,New Delhi,IP Extension,77.2995973,28.630479,North Indian,Indian Rupees(Rs.),Yes,No,No,No,2,0,500,500-1000,1,1.0-1.5,23-04-2011,2011,4,Q-2,April,17,6,Saturday,FQ-1,FM-1
312000,Pandit Dhaba,India,1,New Delhi,Karol Bagh,77.2032841,28.6585277,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,25-04-2014,2014,4,Q-2,April,17,5,Friday,FQ-1,FM-1
18377904,Break Fast Junction,India,1,New Delhi,Krishna Nagar,77.28215106,28.65558682,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,25-04-2016,2016,4,Q-2,April,18,1,Monday,FQ-1,FM-1
18264993,Food En Vouge,India,1,New Delhi,Lajpat Nagar 1,77.23921526,28.5786572,North Indian,Indian Rupees(Rs.),No,Yes,No,No,1,0,400,250-500,1,1.0-1.5,19-04-2013,2013,4,Q-2,April,16,5,Friday,FQ-1,FM-1
18358663,Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,India,1,New Delhi,Mahipalpur,77.1181406,28.5415117,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,04-04-2018,2018,4,Q-2,April,14,3,Wednesday,FQ-1,FM-1
18489836,New Gaurav Dhaba,India,1,New Delhi,MG Road,77.1682117,28.5020291,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,250,250-500,1,1.0-1.5,27-04-2011,2011,4,Q-2,April,18,3,Wednesday,FQ-1,FM-1
18466408,Desi Dhaba,India,1,New Delhi,Mukherjee Nagar,77.2090968,28.7142165,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,16-04-2014,2014,4,Q-2,April,16,3,Wednesday,FQ-1,FM-1
18449657,Panj Tara,India,1,New Delhi,Mukherjee Nagar,77.2160901,28.7117332,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,06-04-2013,2013,4,Q-2,April,14,6,Saturday,FQ-1,FM-1
18449661,Taste Zone,India,1,New Delhi,Mukherjee Nagar,77.2192812,28.7095569,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,18-04-2011,2011,4,Q-2,April,17,1,Monday,FQ-1,FM-1
18354998,Kirti Food Plaza,India,1,New Delhi,Munirka,77.1706433,28.5580838,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,01-04-2016,2016,4,Q-2,April,14,5,Friday,FQ-1,FM-1
18423905,Nishaj Chicken Corner,India,1,New Delhi,Munirka,77.1716186,28.5566765,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,10-04-2014,2014,4,Q-2,April,15,4,Thursday,FQ-1,FM-1
18432200,Hotel Delhi 43,India,1,New Delhi,Najafgarh,76.9872421,28.6210795,North Indian,Indian Rupees(Rs.),Yes,No,No,No,2,0,700,500-1000,1,1.0-1.5,20-04-2013,2013,4,Q-2,April,16,6,Saturday,FQ-1,FM-1
306710,Shiv Shakti Dhaba,India,1,New Delhi,Najafgarh,76.9909045,28.6123474,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,04-04-2011,2011,4,Q-2,April,15,1,Monday,FQ-1,FM-1
18478963,Ralhan Eating Corner,India,1,New Delhi,Nehru Place,77.2509547,28.5471755,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,13-04-2018,2018,4,Q-2,April,15,5,Friday,FQ-1,FM-1
17989108,Dinesh Ka Mithila Dhaba,India,1,New Delhi,Palam,77.0688364,28.6029698,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,07-04-2011,2011,4,Q-2,April,15,4,Thursday,FQ-1,FM-1
6249,Rama Fast Food,India,1,New Delhi,Preet Vihar,77.2945991,28.6398152,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,150,100-250,1,1.0-1.5,21-04-2016,2016,4,Q-2,April,17,4,Thursday,FQ-1,FM-1
18273597,Royal Chicken Corner,India,1,New Delhi,Shalimar Bagh,77.1605144,28.6896301,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,450,250-500,1,1.0-1.5,04-04-2015,2015,4,Q-2,April,14,6,Saturday,FQ-1,FM-1
18455549,Desi Kukkad,India,1,New Delhi,Subhash Nagar,77.1126948,28.6340741,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,22-04-2011,2011,4,Q-2,April,17,5,Friday,FQ-1,FM-1
18423889,Annapoorna Bhojanalya,India,1,New Delhi,Vasundhara Enclave,77.3062381,28.5891961,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,11-04-2017,2017,4,Q-2,April,15,2,Tuesday,FQ-1,FM-1
18424650,Night Munchers,India,1,New Delhi,Vasundhara Enclave,77.3071878,28.5908905,North Indian,Indian Rupees(Rs.),No,No,No,No,2,0,500,500-1000,1,1.0-1.5,17-04-2011,2011,4,Q-2,April,17,0,Sunday,FQ-1,FM-1
18489513,Tandoori Kebab,India,1,New Delhi,Alaknanda,77.248174,28.526931,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,22-03-2018,2018,3,Q-1,March,12,4,Thursday,FQ-4,FM-12
18378037,Prem Rasoi,India,1,New Delhi,Dilshad Garden,77.30951831,28.68780825,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,13-03-2013,2013,3,Q-1,March,11,3,Wednesday,FQ-4,FM-12
18124389,Mahesh Shudh Vaishno Bhojanalya,India,1,New Delhi,GTB Nagar,77.2050808,28.6979305,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,100,100-250,1,1.0-1.5,23-03-2017,2017,3,Q-1,March,12,4,Thursday,FQ-4,FM-12
18451575,Majlis Foods,India,1,New Delhi,Jama Masjid,77.2355652,28.6498655,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,03-03-2014,2014,3,Q-1,March,10,1,Monday,FQ-4,FM-12
18292453,Shri Bala Ji Rasoi,India,1,New Delhi,Mayur Vihar Phase 1,77.296163,28.6051709,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,24-03-2010,2010,3,Q-1,March,13,3,Wednesday,FQ-4,FM-12
308110,Moji Dhaba,India,1,New Delhi,Moti Nagar,77.1461711,28.6621083,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,400,250-500,1,1.0-1.5,24-03-2014,2014,3,Q-1,March,13,1,Monday,FQ-4,FM-12
18466675,Gungun Tiffin Services,India,1,New Delhi,Mukherjee Nagar,0,0,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,200,100-250,1,1.0-1.5,25-03-2013,2013,3,Q-1,March,13,1,Monday,FQ-4,FM-12
18361217,Radhe Shyam Dhaba,India,1,New Delhi,Najafgarh,76.9638597,28.609072,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,250,250-500,1,1.0-1.5,11-03-2012,2012,3,Q-1,March,11,0,Sunday,FQ-4,FM-12
9271,Raju De Special Paneer Wale,India,1,New Delhi,Najafgarh,76.9856215,28.6100946,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,50,0-100,1,1.0-1.5,04-03-2010,2010,3,Q-1,March,10,4,Thursday,FQ-4,FM-12
18360900,Gupta Bhojnalya,India,1,New Delhi,Okhla Phase 1,77.2885264,28.5003643,North Indian,Indian Rupees(Rs.),No,No,No,No,1,0,300,250-500,1,1.0-1.5,04-03-2014,2014,3,Q-1,March,10,2,Tuesday,FQ-4,FM-12
